_id,completed,day,difficulty,month,score,timestamp,user_id
693a3417fc9f8eb80b06af47,True,11,easy,2025-12,210,2025-12-11T03:01:43.322951+00:00,8278d365-dd80-4d19-9159-3600cd7edfe4
693a45ee35d1d49988dce703,True,11,easy,2025-12,210,2025-12-11T04:17:50.275725+00:00,c3faa559-b634-42f3-8220-c1bdc7311029
693a4f0b543f3b723423a0ab,True,11,easy,2025-12,442,2025-12-11T04:56:43.842356+00:00,a3b8810f-6faf-4307-8438-ab8a7b1eacf5
